OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
453,481,42,2025-02-14,6,5204.16,STORE_22
454,206,24,2025-02-26,8,9277.85,STORE_9
455,972,26,2025-07-15,5,5293.61,STORE_22
456,270,2,2025-02-04,5,8141.98,STORE_19
457,741,99,2025-03-12,5,8202.59,STORE_21
458,62,13,2025-08-01,2,1012.34,STORE_9
459,286,54,2025-02-24,8,8984.25,STORE_11
460,47,93,2025-03-31,10,8996.3,STORE_22
461,138,26,2025-09-16,10,9399.96,STORE_15
462,351,63,2025-12-29,4,3725.5,STORE_17
463,570,25,2025-12-01,10,9205.87,STORE_10
464,745,6,2025-07-06,7,3011.56,STORE_2
465,360,61,2025-06-28,3,9727.29,STORE_7
466,766,76,2025-05-09,6,9239.93,STORE_12
467,917,50,2025-09-17,9,696.62,STORE_20
468,921,86,2025-06-21,10,4623.28,STORE_4
469,372,67,2025-05-08,9,4841.85,STORE_14
470,741,39,2025-10-28,2,2693.58,STORE_11
471,649,73,2025-05-17,5,7681.1,STORE_12
472,690,39,2025-12-13,5,8739.0,STORE_11
473,956,7,2025-01-03,10,3145.16,STORE_7
474,959,5,2025-08-12,3,9351.88,STORE_9
475,86,7,2025-11-25,5,5920.87,STORE_19
476,287,10,2025-07-10,6,3095.21,STORE_19
477,433,42,2025-10-15,4,1376.05,STORE_22
478,793,60,2025-04-28,5,895.5,STORE_15
479,335,69,2025-08-20,9,7009.05,STORE_20
480,969,10,2025-06-22,10,1818.43,STORE_5
481,679,87,2025-05-16,4,9078.54,STORE_1
482,313,76,2025-03-12,10,4121.21,STORE_10
483,904,26,2025-07-12,2,2300.33,STORE_16
484,283,68,2025-04-29,5,9771.59,STORE_12
485,896,71,2025-01-26,9,6647.46,STORE_25
486,328,30,2025-09-07,9,1038.77,STORE_7
487,663,43,2025-04-12,5,4520.32,STORE_5
488,645,9,2025-07-01,7,6529.72,STORE_9
489,820,29,2025-09-17,7,9039.83,STORE_21
490,415,26,2025-04-15,7,5295.02,STORE_23
491,182,32,2025-12-01,7,4421.6,STORE_15
492,346,56,2025-01-22,7,4499.67,STORE_20
493,852,37,2025-05-22,9,9446.45,STORE_25
494,658,14,2025-11-30,8,9341.68,STORE_3
495,97,21,2025-01-16,1,4866.67,STORE_17
496,578,97,2025-02-20,1,7423.41,STORE_11
497,918,82,2025-01-04,8,1998.49,STORE_17
498,64,49,2025-11-19,9,1453.23,STORE_24
499,428,61,2025-02-26,5,8609.69,STORE_9
500,759,35,2025-08-20,1,3639.33,STORE_4
501,784,80,2025-05-18,6,2593.61,STORE_16
502,76,29,2025-07-11,6,9070.98,STORE_14
503,892,6,2025-01-29,4,5249.99,STORE_25
504,601,15,2025-06-03,3,7455.36,STORE_16
505,492,27,2025-09-21,1,1741.63,STORE_2
506,461,63,2025-08-10,10,7095.62,STORE_18
507,812,78,2025-05-02,5,9671.14,STORE_6
508,638,60,2025-08-07,5,6076.15,STORE_7
509,706,88,2025-01-20,9,7284.55,STORE_10
510,37,16,2025-12-16,2,5698.18,STORE_8
511,138,100,2025-08-24,9,451.46,STORE_16
512,525,45,2025-11-26,2,3130.12,STORE_23
513,213,45,2025-08-23,5,6701.28,STORE_22
514,588,77,2025-03-11,2,787.87,STORE_19
515,666,60,2025-09-06,7,2574.02,STORE_20
516,476,58,2025-12-06,10,4247.4,STORE_9
517,241,80,2025-07-02,5,5937.56,STORE_4
518,25,4,2025-01-05,5,4884.42,STORE_15
519,495,58,2025-12-21,9,1179.82,STORE_21
520,141,33,2025-11-16,3,9212.28,STORE_11
521,113,45,2025-12-02,10,4564.96,STORE_20
522,302,9,2025-11-12,3,6288.09,STORE_2
523,946,50,2025-08-01,5,6261.61,STORE_12
524,270,89,2025-12-28,1,7098.16,STORE_14
525,393,36,2025-09-05,4,1353.06,STORE_12
526,647,75,2025-07-17,1,6524.78,STORE_18
527,155,1,2025-12-25,7,9358.26,STORE_1
528,255,40,2025-12-16,3,376.64,STORE_25
529,952,47,2025-05-09,9,5191.67,STORE_15
530,959,66,2025-01-17,10,3074.98,STORE_8
531,954,3,2025-06-08,5,3481.11,STORE_24
532,868,60,2025-09-30,3,1803.59,STORE_9
533,510,53,2025-09-27,3,2446.67,STORE_10
534,543,30,2025-09-08,6,863.64,STORE_4
535,926,49,2025-05-23,9,870.34,STORE_11
536,406,70,2025-05-26,1,647.09,STORE_17
537,971,96,2025-05-27,1,1703.5,STORE_19
